MitoGene	ProteinGene	Correlation	PathwayList	PathwayList	isMitocondrial	isMitocondrial
PDHA1	PC	0.813493		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_PYRUVATE_METABOLISM	true	true
PDHA1	MOGAT2	0.706464			true	false
PDHA1	THRSP	0.716314			true	false
PDHA1	CLMP	0.701673			true	false
PDHA1	MGST1	0.812923		KEGG_DRUG_METABOLISM_CYTOCHROME_P450,KEGG_GLUTATHIONE_METABOLISM,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	true	true
PDHA1	KRT79	0.729601			true	false
PDHA1	SUOX	0.754211		KEGG_SULFUR_METABOLISM	true	true
PDHA1	RDH11	0.711742		KEGG_RETINOL_METABOLISM	true	true
PDHA1	KNSTRN	0.727059			true	false
PDHA1	ACSBG1	0.705421			true	false
PDHA1	PEX11A	0.776515		KEGG_PEROXISOME	true	false
PDHA1	FA2H	0.763476			true	false
PDHA1	LDHD	0.79414		KEGG_PYRUVATE_METABOLISM	true	true
PDHA1	ALOX15B	0.740175		KEGG_ARACHIDONIC_ACID_METABOLISM	true	false
PDHA1	SLC25A35	0.768325			true	true
PDHA1	PCTP	0.715695			true	false
PDHA1	CIDEA	0.741784			true	false
PDHA1	ACAA2	0.801454		KEGG_FATTY_ACID_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	true	true
PDHA1	CYB5A	0.706493			true	true
PDHA1	PLIN5	0.797479			true	false
PDHA1	APOC1	0.733276			true	false
PDHA1	APMAP	0.785198			true	false
PDHA1	EMILIN3	0.707202			true	false
PDHA1	SGK2	0.745205			true	false
PDHA1	GPR64	0.752129			true	false
PDHA1	AWAT2	0.706923		KEGG_GLYCEROLIPID_METABOLISM,KEGG_RETINOL_METABOLISM	true	false
PDHA1	PGRMC1	0.775427			true	false
ATP5D	AURKAIP1	0.819922	KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE		true	true
ATP5D	LYPLA2	0.745961		KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	true	false
ATP5D	MZT2B	0.751841			true	false
ATP5D	ARPC4	0.750812		KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	true	false
ATP5D	HIGD2A	0.718417			true	true
ATP5D	ZNHIT1	0.711428			true	false
ATP5D	C9orf16	0.760021			true	false
ATP5D	MRPL23	0.712723			true	true
ATP5D	RAB1B	0.760725			true	false
ATP5D	NDUFS8	0.733282		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5D	MRPL28	0.736653			true	true
ATP5D	TSR3	0.70994			true	false
ATP5D	MRPS34	0.725061			true	true
ATP5D	NUBP2	0.725335			true	false
ATP5D	RPS2	0.706963		KEGG_RIBOSOME	true	false
ATP5D	TCEB2	0.702627		KEGG_PATHWAYS_IN_CANCER,KEGG_RENAL_CELL_CARCINOMA,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	true	false
ATP5D	TUFM	0.709552			true	true
ATP5D	POLR2E	0.733767		KEGG_HUNTINGTONS_DISEASE,KEGG_PURINE_METABOLISM,KEGG_PYRIMIDINE_METABOLISM,KEGG_RNA_POLYMERASE	true	false
ATP5D	C19orf24	0.791232			true	false
ATP5D	RPS15	0.72733		KEGG_RIBOSOME	true	false
ATP5D	MAP2K2	0.775203		KEGG_ACUTE_MYELOID_LEUKEMIA,KEGG_BLADDER_CANCER,KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG_CHRONIC_MYELOID_LEUKEMIA,KEGG_ENDOMETRIAL_CANCER,KEGG_ERBB_SIGNALING_PATHWAY,KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,KEGG_GAP_JUNCTION,KEGG_GLIOMA,KEGG_GNRH_SIGNALING_PATHWAY,KEGG_INSULIN_SIGNALING_PATHWAY,KEGG_LONG_TERM_DEPRESSION,KEGG_LONG_TERM_POTENTIATION,KEGG_MAPK_SIGNALING_PATHWAY,KEGG_MELANOGENESIS,KEGG_MELANOMA,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG_NON_SMALL_CELL_LUNG_CANCER,KEGG_PATHWAYS_IN_CANCER,KEGG_PRION_DISEASES,KEGG_PROSTATE_CANCER,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG_RENAL_CELL_CARCINOMA,KEGG_THYROID_CANCER,KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,KEGG_VEGF_SIGNALING_PATHWAY	true	false
ATP5D	C19orf70	0.736689			true	true
ATP5D	ALKBH7	0.717187			true	true
ATP5D	EIF3G	0.70771			true	false
ATP5D	ELOF1	0.716522			true	false
ATP5D	NDUFB7	0.746017		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5D	PGLS	0.756898		KEGG_PENTOSE_PHOSPHATE_PATHWAY	true	false
ATP5D	COPE	0.768678			true	false
ATP5D	COX6B1	0.726076		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5D	MRPS12	0.787228			true	true
ATP5D	AP2S1	0.728524		KEGG_ENDOCYTOSIS,KEGG_HUNTINGTONS_DISEASE	true	false
ATP5D	RPL18	0.728032		KEGG_RIBOSOME	true	false
ATP5D	NOSIP	0.702882			true	false
ATP5D	JOSD2	0.700337			true	false
ATP5D	RPL28	0.749162		KEGG_RIBOSOME	true	false
ATP5D	NDUFB11	0.78535			true	true
ATP5D	LAGE3	0.707528			true	false
COX5A	COX5B	0.782016	KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	ATP5G3	0.835213		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	TKT	0.712909		KEGG_PENTOSE_PHOSPHATE_PATHWAY	true	true
COX5A	UQCRQ	0.767977		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	COX6A1P2	0.717933			true	false
COX5A	COX7A2	0.780179		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	NDUFB9	0.72596		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	NDUFA8	0.732658		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	ATP5C1	0.709594		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	NDUFS3	0.742231		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	COX8A	0.75721		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	ATP5L	0.706951		KEGG_OXIDATIVE_PHOSPHORYLATION	true	true
COX5A	NDUFA9	0.704798		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	ATP5B	0.767219		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	COX6A1	0.785842		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	NDUFAB1	0.714415		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	ATP5A1	0.796561		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	COX6B1	0.703271		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	ATP5J	0.716269		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	UQCR10	0.728417		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	SLC25A5	0.810899		KEGG_CALCIUM_SIGNALING_PATHWAY,KEGG_HUNTINGTONS_DISEASE,KEGG_PARKINSONS_DISEASE	true	true
COX5A	AIFM1	0.708134		KEGG_APOPTOSIS	true	true
PMPCB	HSPB11	0.716365			true	false
PMPCB	USP33	0.747105			true	false
PMPCB	CD46	0.722781		KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	true	false
PMPCB	SF3B1	0.709371		KEGG_SPLICEOSOME	true	false
PMPCB	CRBN	0.706688			true	false
PMPCB	ANKRA2	0.719322			true	false
PMPCB	PAPD4	0.719833			true	false
PMPCB	SLC25A46	0.722882			true	true
PMPCB	RARS2	0.704273		KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	true	true
PMPCB	UFL1	0.707555			true	false
PMPCB	PHTF2	0.709258			true	false
PMPCB	PHF20L1	0.70045			true	false
PMPCB	ZDHHC6	0.72871			true	false
PMPCB	FAM76B	0.747517			true	false
PMPCB	CEP57	0.711621			true	false
PMPCB	NFYB	0.707806		KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	true	false
PMPCB	TRAPPC6B	0.721948			true	false
PMPCB	KLHDC2	0.765759			true	false
PMPCB	DYNC1LI2	0.705565		KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	true	false
PMPCB	CUL4B	0.701145		KEGG_NUCLEOTIDE_EXCISION_REPAIR,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	true	false
ATP5A1	SDHC	0.747172	KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	KEGG_ALZHEIMERS_DISEASE,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5A1	FH	0.793195		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_PATHWAYS_IN_CANCER,KEGG_RENAL_CELL_CARCINOMA	true	true
ATP5A1	MDH1	0.765964		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,KEGG_PYRUVATE_METABOLISM	true	true
ATP5A1	SUCLG1	0.716313		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_PROPANOATE_METABOLISM	true	true
ATP5A1	ATP5G3	0.842187		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5A1	PDHB	0.75546		KEGG_BUTANOATE_METABOLISM,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG_PYRUVATE_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	true	true
ATP5A1	PCCB	0.799717		KEGG_PROPANOATE_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	true	true
ATP5A1	HADH	0.771335		KEGG_BUTANOATE_METABOLISM,KEGG_FATTY_ACID_METABOLISM,KEGG_LYSINE_DEGRADATION,KEGG_TRYPTOPHAN_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	true	true
ATP5A1	DECR1	0.745019			true	true
ATP5A1	ATP5C1	0.822729		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5A1	MTCH2	0.768429			true	true
ATP5A1	ATP5B	0.80469		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5A1	COX5A	0.796561		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5A1	UQCRC2	0.84441		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5A1	SAMM50	0.742462			true	true
ATP5A1	SLC25A5	0.721554		KEGG_CALCIUM_SIGNALING_PATHWAY,KEGG_HUNTINGTONS_DISEASE,KEGG_PARKINSONS_DISEASE	true	true
ATP5A1	AIFM1	0.729218		KEGG_APOPTOSIS	true	true
PDHB	SDHC	0.756551	KEGG_BUTANOATE_METABOLISM,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG_PYRUVATE_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	KEGG_ALZHEIMERS_DISEASE,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
PDHB	SUCLG1	0.701536		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_PROPANOATE_METABOLISM	true	true
PDHB	PCCB	0.743091		KEGG_PROPANOATE_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	true	true
PDHB	HADH	0.757449		KEGG_BUTANOATE_METABOLISM,KEGG_FATTY_ACID_METABOLISM,KEGG_LYSINE_DEGRADATION,KEGG_TRYPTOPHAN_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	true	true
PDHB	DECR1	0.735903			true	true
PDHB	ATP5C1	0.702728		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
PDHB	ATP5A1	0.75546		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC2	ATP5F1	0.703233	KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC2	FH	0.751864		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_PATHWAYS_IN_CANCER,KEGG_RENAL_CELL_CARCINOMA	true	true
UQCRC2	MDH1	0.821472		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,KEGG_PYRUVATE_METABOLISM	true	true
UQCRC2	ATP5G3	0.773293		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC2	NDUFS1	0.730696		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC2	PCCB	0.717234		KEGG_PROPANOATE_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	true	true
UQCRC2	HADH	0.757077		KEGG_BUTANOATE_METABOLISM,KEGG_FATTY_ACID_METABOLISM,KEGG_LYSINE_DEGRADATION,KEGG_TRYPTOPHAN_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	true	true
UQCRC2	DLD	0.739077		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG_PYRUVATE_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	true	true
UQCRC2	DECR1	0.713183			true	true
UQCRC2	ATP5C1	0.83698		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC2	SDHD	0.711046		KEGG_ALZHEIMERS_DISEASE,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC2	ATP5B	0.763386		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC2	ATP5A1	0.84441		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHD	CMPK1	0.777897	KEGG_ALZHEIMERS_DISEASE,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	KEGG_PYRIMIDINE_METABOLISM	true	false
SDHD	SCP2	0.713555		KEGG_PEROXISOME,KEGG_PPAR_SIGNALING_PATHWAY,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	true	true
SDHD	SEP15	0.806602			true	false
SDHD	ATP5F1	0.802618		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
