MitoGene	ProteinGene	Correlation	PathwayList	PathwayList	isMitocondrial	isMitocondrial
ATP5D	TSSC4	0.746536			true	false
ATP5D	ARL2	0.715067			true	true
ATP5D	RAB1B	0.736102			true	false
ATP5D	NDUFS8	0.758998		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5D	MRPL28	0.768155			true	true
ATP5D	C16orf13	0.729156			true	false
ATP5D	TSR3	0.784351			true	false
ATP5D	MRPS34	0.755972			true	true
ATP5D	NUBP2	0.783543			true	false
ATP5D	RPS2	0.73915		KEGG_RIBOSOME	true	false
ATP5D	RPL13	0.762541		KEGG_RIBOSOME	true	false
ATP5D	POLR2E	0.731487		KEGG_HUNTINGTONS_DISEASE,KEGG_PURINE_METABOLISM,KEGG_PYRIMIDINE_METABOLISM,KEGG_RNA_POLYMERASE	true	false
ATP5D	C19orf24	0.79677			true	false
ATP5D	RPS15	0.801857		KEGG_RIBOSOME	true	false
ATP5D	MAP2K2	0.833343		KEGG_ACUTE_MYELOID_LEUKEMIA,KEGG_BLADDER_CANCER,KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG_CHRONIC_MYELOID_LEUKEMIA,KEGG_ENDOMETRIAL_CANCER,KEGG_ERBB_SIGNALING_PATHWAY,KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,KEGG_GAP_JUNCTION,KEGG_GLIOMA,KEGG_GNRH_SIGNALING_PATHWAY,KEGG_INSULIN_SIGNALING_PATHWAY,KEGG_LONG_TERM_DEPRESSION,KEGG_LONG_TERM_POTENTIATION,KEGG_MAPK_SIGNALING_PATHWAY,KEGG_MELANOGENESIS,KEGG_MELANOMA,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG_NON_SMALL_CELL_LUNG_CANCER,KEGG_PATHWAYS_IN_CANCER,KEGG_PRION_DISEASES,KEGG_PROSTATE_CANCER,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG_RENAL_CELL_CARCINOMA,KEGG_THYROID_CANCER,KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,KEGG_VEGF_SIGNALING_PATHWAY	true	false
ATP5D	C19orf70	0.729392			true	true
ATP5D	CLPP	0.748065			true	true
ATP5D	ALKBH7	0.792307			true	true
ATP5D	EIF3G	0.749938			true	false
ATP5D	MRPL4	0.714115			true	true
ATP5D	GADD45GIP1	0.725944			true	true
ATP5D	NDUFB7	0.736082		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5D	MVB12A	0.743987			true	false
ATP5D	PGLS	0.787928		KEGG_PENTOSE_PHOSPHATE_PATHWAY	true	false
ATP5D	RPL18A	0.756569		KEGG_RIBOSOME	true	false
ATP5D	CCDC124	0.753143			true	false
ATP5D	UBA52	0.747719		KEGG_RIBOSOME	true	false
ATP5D	COPE	0.749887			true	false
ATP5D	MRPS12	0.703425			true	true
ATP5D	RABAC1	0.718525			true	false
ATP5D	RPL18	0.759783		KEGG_RIBOSOME	true	false
ATP5D	NOSIP	0.745016			true	false
ATP5D	RPS9	0.746811		KEGG_RIBOSOME	true	false
ATP5D	RPL28	0.737472		KEGG_RIBOSOME	true	false
ATP5D	EPN1	0.746933		KEGG_ENDOCYTOSIS	true	false
ATP5D	ZNF787	0.724004			true	false
ATP5D	RPS5	0.711485		KEGG_RIBOSOME	true	false
ATP5D	RALY	0.740797			true	false
ATP5D	NDUFB11	0.729658			true	true
COX5A	ATP5G3	0.706267	KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	SLC25A5	0.739802		KEGG_CALCIUM_SIGNALING_PATHWAY,KEGG_HUNTINGTONS_DISEASE,KEGG_PARKINSONS_DISEASE	true	true
PMPCB	SYF2	0.724432		KEGG_SPLICEOSOME	true	false
PMPCB	ANKRD13C	0.731045			true	false
PMPCB	VAMP4	0.723654		KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	true	false
PMPCB	DDX59	0.708618			true	false
PMPCB	SMEK2	0.720066			true	false
PMPCB	VPS54	0.70112			true	false
PMPCB	C2orf49	0.700578			true	false
PMPCB	TBC1D23	0.710101			true	false
PMPCB	HAUS3	0.720101			true	false
PMPCB	SEPSECS	0.710736		KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	true	false
PMPCB	EXOC1	0.707765			true	false
PMPCB	FCHO2	0.704907			true	false
PMPCB	ANKRA2	0.731193			true	false
PMPCB	PAPD4	0.753543			true	false
PMPCB	ATG12	0.700691		KEGG_REGULATION_OF_AUTOPHAGY,KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	true	false
PMPCB	RB1CC1	0.712767			true	false
PMPCB	ZDHHC6	0.705535			true	false
PMPCB	ANKRD49	0.713423			true	false
PMPCB	FAM76B	0.75126			true	false
PMPCB	CEP57	0.706453			true	false
PMPCB	TRAPPC6B	0.745748			true	false
PMPCB	KLHDC2	0.782359			true	false
PMPCB	SMEK1	0.716944			true	false
PMPCB	SUZ12	0.707514			true	false
PMPCB	GGNBP2	0.702438			true	false
PMPCB	RIOK3	0.746812			true	false
PMPCB	ITCH	0.718234		KEGG_ENDOCYTOSIS,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	true	false
UQCRFS1	NDUFV2	0.710253	KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5A1	FH	0.736119	KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_PATHWAYS_IN_CANCER,KEGG_RENAL_CELL_CARCINOMA	true	true
ATP5A1	ATP5G3	0.70362		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5A1	PCCB	0.703214		KEGG_PROPANOATE_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	true	true
ATP5A1	ATP5B	0.742768		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5A1	UQCRC2	0.710196		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC2	ATP5C1	0.720832	KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRC2	ATP5A1	0.710196		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHD	CMPK1	0.741776	KEGG_ALZHEIMERS_DISEASE,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	KEGG_PYRIMIDINE_METABOLISM	true	false
SDHD	RPF1	0.700527			true	false
SDHD	SEP15	0.79155			true	false
SDHD	ATP5F1	0.794575		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHD	TMCO1	0.707226			true	false
SDHD	SRP9	0.713796		KEGG_PROTEIN_EXPORT	true	false
SDHD	CALM2	0.708245		KEGG_ALZHEIMERS_DISEASE,KEGG_CALCIUM_SIGNALING_PATHWAY,KEGG_GLIOMA,KEGG_GNRH_SIGNALING_PATHWAY,KEGG_INSULIN_SIGNALING_PATHWAY,KEGG_LONG_TERM_POTENTIATION,KEGG_MELANOGENESIS,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG_OLFACTORY_TRANSDUCTION,KEGG_OOCYTE_MEIOSIS,KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	true	false
SDHD	MDH1	0.728832		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,KEGG_PYRUVATE_METABOLISM	true	true
SDHD	SUMO1	0.771769			true	false
SDHD	MFF	0.728896			true	true
SDHD	PCNP	0.730086			true	false
SDHD	SELT	0.791531			true	false
SDHD	OCIAD1	0.738887			true	true
SDHD	LAMTOR3	0.709424		KEGG_MAPK_SIGNALING_PATHWAY	true	false
SDHD	SNX3	0.730199			true	false
SDHD	CD164	0.739421		KEGG_LYSOSOME	true	false
SDHD	ECHDC1	0.700218			true	true
SDHD	CAPZA2	0.73712			true	false
SDHD	TMEM66	0.709735			true	false
SDHD	TCEA1	0.716235			true	false
SDHD	EIF3E	0.722285			true	false
SDHD	MRPL13	0.715192		KEGG_RIBOSOME	true	true
SDHD	GHITM	0.737043			true	true
SDHD	C11orf58	0.733261			true	false
SDHD	MRPS35	0.748945			true	true
SDHD	PTGES3	0.746966			true	false
SDHD	ACTR6	0.71452			true	false
SDHD	ARL1	0.724161			true	false
SDHD	GPN3	0.714939			true	false
SDHD	SUCLA2	0.704772		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_PROPANOATE_METABOLISM	true	true
SDHD	SNX6	0.703349			true	false
SDHD	MNAT1	0.727913		KEGG_NUCLEOTIDE_EXCISION_REPAIR	true	false
SDHD	COPS2	0.713142			true	false
SDHD	TXNL1	0.711395			true	false
SDHD	VBP1	0.749863			true	false
MRPS35	UTP11L	0.742267			true	false
MRPS35	BTF3L4	0.732952			true	false
MRPS35	RPF1	0.776969			true	false
MRPS35	SEP15	0.759249			true	false
MRPS35	DNTTIP2	0.730177			true	false
MRPS35	ATP5F1	0.822229		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
MRPS35	TMCO1	0.758079			true	false
MRPS35	TIPRL	0.756517			true	false
MRPS35	RRP15	0.701082			true	false
MRPS35	SRP9	0.732797		KEGG_PROTEIN_EXPORT	true	false
MRPS35	TFB2M	0.758427			true	true
MRPS35	DDX1	0.775187			true	false
MRPS35	SF3B14	0.74512		KEGG_SPLICEOSOME	true	false
MRPS35	MPHOSPH10	0.749216			true	false
MRPS35	TXNDC9	0.75567			true	false
MRPS35	MKI67IP	0.708135			true	false
MRPS35	TSN	0.765482			true	false
MRPS35	PSMD14	0.729428		KEGG_PROTEASOME	true	false
MRPS35	HAT1	0.767242			true	false
MRPS35	BZW1	0.702573			true	false
MRPS35	SUMO1	0.763068			true	false
MRPS35	WDR12	0.718051			true	false
MRPS35	THUMPD3	0.788993			true	false
MRPS35	UBE2E1	0.706967		KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	true	false
MRPS35	THOC7	0.739319			true	false
MRPS35	TOMM70A	0.779987			true	true
MRPS35	ATG3	0.821259		KEGG_REGULATION_OF_AUTOPHAGY	true	false
MRPS35	NAA50	0.700867			true	false
MRPS35	MRPL3	0.789457			true	true
MRPS35	MRPS22	0.79127			true	true
MRPS35	EIF2A	0.740809			true	false
MRPS35	SELT	0.824868			true	false
MRPS35	PDCD10	0.738981			true	false
MRPS35	MRPL47	0.722073			true	true
MRPS35	OCIAD1	0.761062			true	true
MRPS35	GRSF1	0.783442			true	true
MRPS35	NUP54	0.725017			true	false
MRPS35	ENOPH1	0.766277		KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	true	false
MRPS35	EIF4E	0.712821		KEGG_INSULIN_SIGNALING_PATHWAY,KEGG_MTOR_SIGNALING_PATHWAY	true	false
MRPS35	LAMTOR3	0.717407		KEGG_MAPK_SIGNALING_PATHWAY	true	false
MRPS35	AIMP1	0.722969			true	false
MRPS35	TMA16	0.701969			true	false
MRPS35	RWDD4	0.707914			true	false
MRPS35	SUB1	0.748057			true	false
MRPS35	BRIX1	0.77663			true	false
MRPS35	PAIP1	0.75362			true	false
MRPS35	SMIM15	0.710709			true	false
MRPS35	TAF9	0.728908		KEGG_BASAL_TRANSCRIPTION_FACTORS	true	false
MRPS35	RIOK2	0.750679			true	false
MRPS35	PGGT1B	0.714067			true	false
MRPS35	UBLCP1	0.785007			true	false
MRPS35	NUDCD2	0.732964			true	false
MRPS35	NPM1	0.725213			true	false
MRPS35	MRPS10	0.730534			true	true
MRPS35	CCNC	0.705193			true	false
MRPS35	RPF2	0.713574			true	false
MRPS35	NUS1	0.722829			true	false
MRPS35	HBS1L	0.720563			true	false
MRPS35	VTA1	0.767071		KEGG_ENDOCYTOSIS	true	false
MRPS35	PEX3	0.759293		KEGG_PEROXISOME	true	false
MRPS35	TWISTNB	0.717049			true	false
MRPS35	LSM5	0.745718		KEGG_RNA_DEGRADATION,KEGG_SPLICEOSOME	true	false
MRPS35	ACN9	0.733985			true	true
MRPS35	SYPL1	0.715174			true	false
MRPS35	DLD	0.751254		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG_PYRUVATE_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	true	true
MRPS35	CAPZA2	0.731121			true	false
MRPS35	CNOT7	0.793286		KEGG_RNA_DEGRADATION	true	false
MRPS35	INTS10	0.730707			true	false
MRPS35	UBE2V2	0.767567			true	false
MRPS35	TCEA1	0.746764			true	false
MRPS35	RAB2A	0.74326			true	false
MRPS35	ARMC1	0.76693			true	false
MRPS35	PEX2	0.720458		KEGG_PEROXISOME	true	false
MRPS35	AZIN1	0.725613			true	false
MRPS35	DCAF13	0.726851			true	false
MRPS35	EBAG9	0.713104			true	false
MRPS35	MRPL13	0.774792		KEGG_RIBOSOME	true	true
MRPS35	TATDN1	0.708942			true	false
MRPS35	FAM49B	0.713207			true	false
MRPS35	CAAP1	0.705434			true	false
MRPS35	MRPL50	0.755034			true	true
MRPS35	ATP6V1G1	0.752067		KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_VIBRIO_CHOLERAE_INFECTION	true	false
MRPS35	YME1L1	0.73709			true	true
MRPS35	CUL2	0.719358		KEGG_PATHWAYS_IN_CANCER,KEGG_RENAL_CELL_CARCINOMA,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	true	false
MRPS35	TFAM	0.719695		KEGG_HUNTINGTONS_DISEASE	true	true
MRPS35	VPS26A	0.735217			true	false
MRPS35	GHITM	0.783433			true	true
MRPS35	ATAD1	0.701329			true	true
MRPS35	MCMBP	0.744708			true	false
MRPS35	BCCIP	0.79067			true	false
MRPS35	GLRX3	0.714761			true	false
MRPS35	C11orf58	0.748148			true	false
MRPS35	EIF3M	0.779283			true	false
MRPS35	API5	0.729507			true	false
MRPS35	CLNS1A	0.712238			true	false
MRPS35	TMEM123	0.722803			true	false
MRPS35	DCUN1D5	0.728027			true	false
MRPS35	AASDHPPT	0.719668		KEGG_LYSINE_DEGRADATION	true	false
MRPS35	SDHD	0.748945		KEGG_ALZHEIMERS_DISEASE,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
MRPS35	PPHLN1	0.705615			true	false
MRPS35	TWF1	0.820373			true	false
MRPS35	TMEM5	0.714991			true	false
MRPS35	CCT2	0.78016			true	false
MRPS35	MRPL42	0.747804			true	true
MRPS35	METAP2	0.782452			true	false
MRPS35	ARL1	0.729632			true	false
MRPS35	PWP1	0.733328			true	false
MRPS35	GTF2H3	0.752615		KEGG_BASAL_TRANSCRIPTION_FACTORS,KEGG_NUCLEOTIDE_EXCISION_REPAIR	true	false
MRPS35	NUDT15	0.701513			true	false
MRPS35	MED4	0.753309			true	false
MRPS35	MZT1	0.714661			true	false
MRPS35	TMX1	0.736955			true	false
MRPS35	PSMC6	0.715397		KEGG_PROTEASOME	true	false
MRPS35	PSMA3	0.777501		KEGG_PROTEASOME	true	false
MRPS35	EIF2S1	0.720716			true	false
MRPS35	COPS2	0.731478			true	false
MRPS35	PSMA4	0.737161		KEGG_PROTEASOME	true	false
MRPS35	BTBD1	0.729545			true	false
MRPS35	NAE1	0.723308		KEGG_ALZHEIMERS_DISEASE	true	false
MRPS35	COPS3	0.763516			true	false
MRPS35	TVP23B	0.751197			true	false
MRPS35	NOL11	0.760509			true	false
MRPS35	YES1	0.704637		KEGG_ADHERENS_JUNCTION,KEGG_TIGHT_JUNCTION	true	false
MRPS35	TXNL1	0.715045			true	false
MRPS35	SNRPB2	0.716808		KEGG_SPLICEOSOME	true	false
MRPS35	NAA20	0.739758			true	false
MRPS35	DPM1	0.743187		KEGG_N_GLYCAN_BIOSYNTHESIS	true	false
MRPS35	PSMD10	0.75092			true	false
MRPS35	NXT2	0.73819			true	false
MRPS35	VMA21	0.756442			true	false
MRPS35	VBP1	0.801779			true	false
UQCRQ	COX5B	0.725908	KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRQ	ATP5I	0.709168		KEGG_OXIDATIVE_PHOSPHORYLATION	true	true
UQCRQ	NDUFS6	0.804354		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRQ	COX6A1P2	0.754042			true	false
UQCRQ	ATP5J2	0.752979		KEGG_OXIDATIVE_PHOSPHORYLATION	true	true
UQCRQ	NDUFB2	0.712231		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRQ	SEC61B	0.706252		KEGG_PROTEIN_EXPORT,KEGG_VIBRIO_CHOLERAE_INFECTION	true	false
UQCRQ	COX8A	0.714886		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRQ	ATP5L	0.714799		KEGG_OXIDATIVE_PHOSPHORYLATION	true	true
UQCRQ	COX6A1	0.720691		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRQ	MRPL52	0.715687			true	true
UQCRQ	C14orf2	0.735514			true	true
UQCRQ	ATP5G1	0.783941		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRQ	UBL5	0.732658			true	false
UQCRQ	ROMO1	0.724367			true	true
UQCRQ	UQCR10	0.767325		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
UQCRQ	NDUFA1	0.718292		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
DBT	IPP	0.724224	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION		true	false
DBT	ZYG11B	0.709037			true	false
DBT	FAM73A	0.702659			true	false
DBT	DCAF6	0.703175			true	false
DBT	SPAST	0.723966			true	false
DBT	GMCL1	0.712145			true	false
DBT	SEPT10	0.703114			true	false
DBT	CAPN7	0.70591			true	false
DBT	TCAIM	0.735946			true	true
DBT	SACM1L	0.715609			true	false
DBT	FAM208A	0.708005			true	false
DBT	PDS5A	0.72043			true	false
DBT	GFM2	0.75657			true	true
DBT	AGGF1	0.700406			true	false
DBT	MBLAC2	0.707322			true	false
DBT	FBXL17	0.706071			true	false
DBT	LYRM7	0.713547			true	true
DBT	MUT	0.713894		KEGG_PROPANOATE_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	true	true
DBT	ICK	0.721951			true	false
DBT	MANEA	0.738762			true	false
DBT	FBXL4	0.711322			true	true
DBT	CDC40	0.711606		KEGG_SPLICEOSOME	true	false
DBT	LATS1	0.739585			true	false
DBT	TMEM106B	0.706631			true	false
DBT	KLHL7	0.721823			true	false
DBT	SLC25A40	0.726539			true	true
DBT	KRIT1	0.7498			true	false
DBT	CPNE3	0.788741			true	false
DBT	RBM18	0.714781			true	false
DBT	PTER	0.716296			true	false
DBT	DCLRE1A	0.736744			true	false
DBT	BBS10	0.711905			true	false
DBT	COG6	0.72216			true	false
DBT	GPALPP1	0.731092			true	false
DBT	FAM179B	0.723873			true	false
DBT	MIS18BP1	0.710977			true	false
DBT	MPP5	0.732808		KEGG_TIGHT_JUNCTION	true	false
DBT	GTF2A1	0.757325		KEGG_BASAL_TRANSCRIPTION_FACTORS	true	false
DBT	SPG11	0.720082			true	false
DBT	APPBP2	0.781406			true	false
DBT	VPS4B	0.711274		KEGG_ENDOCYTOSIS	true	false
DBT	STAG2	0.700877		KEGG_CELL_CYCLE	true	false
PDK4	TXNIP	0.722555			true	false
PDK4	FAM13A	0.71273			true	false
PDK4	INSR	0.711476		KEGG_ADHERENS_JUNCTION,KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,KEGG_INSULIN_SIGNALING_PATHWAY,KEGG_TYPE_II_DIABETES_MELLITUS	true	false
PDK4	MAOA	0.711405		KEGG_ARGININE_AND_PROLINE_METABOLISM,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,KEGG_HISTIDINE_METABOLISM,KEGG_PHENYLALANINE_METABOLISM,KEGG_TRYPTOPHAN_METABOLISM,KEGG_TYROSINE_METABOLISM	true	true
