MitoGene	ProteinGene	Correlation	PathwayList	PathwayList	isMitocondrial	isMitocondrial
ATP5D	COX5B	0.72127		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5D	MZT2B	0.754962			true	false
ATP5D	MYEOV2	0.744848			true	false
ATP5D	NDUFS6	0.742094		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5D	UQCRQ	0.74208		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5D	ATOX1	0.773477			true	false
ATP5D	HIGD2A	0.728584			true	true
ATP5D	LSM2	0.721775		KEGG_RNA_DEGRADATION,KEGG_SPLICEOSOME	true	false
ATP5D	SF3B5	0.744443		KEGG_SPLICEOSOME	true	false
ATP5D	ATP5J2	0.71654		KEGG_OXIDATIVE_PHOSPHORYLATION	true	true
ATP5D	LAMTOR4	0.715924			true	false
ATP5D	ZNHIT1	0.740159			true	false
ATP5D	TMUB1	0.74972			true	false
ATP5D	SHARPIN	0.722321			true	false
ATP5D	CLTA	0.74869		KEGG_ENDOCYTOSIS,KEGG_HUNTINGTONS_DISEASE,KEGG_LYSOSOME	true	false
ATP5D	C9orf16	0.703904			true	false
ATP5D	FBXW5	0.703782			true	false
ATP5D	SSNA1	0.809932			true	false
ATP5D	FBXL15	0.717666			true	false
ATP5D	RPLP2	0.708351		KEGG_RIBOSOME	true	false
ATP5D	POLR2L	0.752696		KEGG_HUNTINGTONS_DISEASE,KEGG_PURINE_METABOLISM,KEGG_PYRIMIDINE_METABOLISM,KEGG_RNA_POLYMERASE	true	false
ATP5D	MRPL23	0.754586			true	true
ATP5D	COX8A	0.700152		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5D	FKBP2	0.700816			true	false
ATP5D	ARL2	0.74707			true	true
ATP5D	RNASEH2C	0.747354		KEGG_DNA_REPLICATION	true	false
ATP5D	DRAP1	0.708477			true	false
ATP5D	MRPL11	0.706031			true	true
ATP5D	NDUFS8	0.826085		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5D	COX6A1	0.741374		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5D	ARL6IP4	0.702388			true	false
ATP5D	MRPL52	0.750287			true	true
ATP5D	RPLP1	0.758293		KEGG_RIBOSOME	true	false
ATP5D	MRPL28	0.747946			true	true
ATP5D	FAM195A	0.720686			true	true
ATP5D	MRPS34	0.774773			true	true
ATP5D	NUBP2	0.721417			true	false
ATP5D	APRT	0.770634		KEGG_PURINE_METABOLISM	true	false
ATP5D	RPL13	0.715805		KEGG_RIBOSOME	true	false
ATP5D	MIEN1	0.736726			true	false
ATP5D	COA3	0.730374			true	true
ATP5D	ANAPC11	0.730933		KEGG_CELL_CYCLE,KEGG_OOCYTE_MEIOSIS,KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	true	false
ATP5D	STRA13	0.703147			true	false
ATP5D	TXNL4A	0.71825		KEGG_SPLICEOSOME	true	false
ATP5D	C19orf24	0.777029			true	false
ATP5D	RPS15	0.757701		KEGG_RIBOSOME	true	false
ATP5D	UQCR11	0.789139		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5D	OAZ1	0.792404			true	false
ATP5D	C19orf70	0.789818			true	true
ATP5D	SNAPC2	0.72809			true	false
ATP5D	TMEM205	0.729647			true	true
ATP5D	GADD45GIP1	0.789426			true	true
ATP5D	C19orf53	0.738417			true	false
ATP5D	MVB12A	0.708626			true	false
ATP5D	CCDC124	0.812445			true	false
ATP5D	LSM4	0.764088		KEGG_RNA_DEGRADATION,KEGG_SPLICEOSOME	true	false
ATP5D	COPE	0.766446			true	false
ATP5D	BLVRB	0.713789		KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	true	false
ATP5D	RPS19	0.717002		KEGG_RIBOSOME	true	false
ATP5D	RABAC1	0.793955			true	false
ATP5D	RPL18	0.703132		KEGG_RIBOSOME	true	false
ATP5D	NOSIP	0.76039			true	false
ATP5D	JOSD2	0.718053			true	false
ATP5D	TFPT	0.702439			true	false
ATP5D	RPL28	0.710178		KEGG_RIBOSOME	true	false
ATP5D	UQCR10	0.720257		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5D	TXN2	0.707907			true	true
ATP5D	RPS19BP1	0.824477			true	false
ATP5D	NDUFB11	0.796713			true	true
ATP5D	UXT	0.725938			true	false
ATP5D	NAA10	0.711875			true	false
ATP5D	LAGE3	0.745106			true	false
COX5A	AURKAIP1	0.766695	KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE		true	true
COX5A	EIF3I	0.731234			true	false
COX5A	MRPS15	0.737373			true	true
COX5A	UQCRH	0.71187		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	GNG5	0.81342		KEGG_CHEMOKINE_SIGNALING_PATHWAY	true	true
COX5A	PSMA5	0.782327		KEGG_PROTEASOME	true	false
COX5A	LAMTOR5	0.739359			true	false
COX5A	PSMB4	0.713174		KEGG_PROTEASOME	true	false
COX5A	SNRPE	0.740645		KEGG_SPLICEOSOME	true	false
COX5A	SNRPG	0.78044		KEGG_SPLICEOSOME	true	false
COX5A	CCT7	0.742658			true	true
COX5A	BOLA3	0.74335			true	true
COX5A	COX5B	0.7553		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	PSMD14	0.718727		KEGG_PROTEASOME	true	false
COX5A	EEF1B2	0.73273			true	false
COX5A	EMC3	0.70201			true	false
COX5A	MRPL36	0.727556			true	true
COX5A	NDUFS6	0.706403		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	CCT5	0.704247			true	false
COX5A	NDUFAF2	0.73957			true	true
COX5A	HINT1	0.787848			true	true
COX5A	UQCRQ	0.756033		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	RPL26L1	0.717628		KEGG_RIBOSOME	true	false
COX5A	PRELID1	0.726986			true	true
COX5A	NHP2	0.776845			true	false
COX5A	PFDN6	0.776118			true	false
COX5A	COX7A2	0.765732		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	GTF3C6	0.703307			true	false
COX5A	SF3B5	0.733079		KEGG_SPLICEOSOME	true	false
COX5A	PPIA	0.767491			true	false
COX5A	SEC61G	0.734376		KEGG_PROTEIN_EXPORT,KEGG_VIBRIO_CHOLERAE_INFECTION	true	false
COX5A	CHCHD2	0.726188			true	true
COX5A	MDH2	0.798663		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,KEGG_PYRUVATE_METABOLISM	true	true
COX5A	MRPL13	0.711114		KEGG_RIBOSOME	true	true
COX5A	NDUFB9	0.745332		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	CYC1	0.710779		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	STOML2	0.752757			true	true
COX5A	CLTA	0.749829		KEGG_ENDOCYTOSIS,KEGG_HUNTINGTONS_DISEASE,KEGG_LYSOSOME	true	false
COX5A	SEC61B	0.763254		KEGG_PROTEIN_EXPORT,KEGG_VIBRIO_CHOLERAE_INFECTION	true	false
COX5A	TXN	0.726299			true	false
COX5A	USMG5	0.738187			true	true
COX5A	POLR2L	0.740728		KEGG_HUNTINGTONS_DISEASE,KEGG_PURINE_METABOLISM,KEGG_PYRIMIDINE_METABOLISM,KEGG_RNA_POLYMERASE	true	false
COX5A	TAF10	0.737008		KEGG_BASAL_TRANSCRIPTION_FACTORS	true	false
COX5A	TIMM10	0.702739			true	true
COX5A	COX8A	0.732165		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	CFL1	0.716511		KEGG_AXON_GUIDANCE,KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	true	false
COX5A	NDUFS8	0.713085		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	LAMTOR1	0.71139			true	false
COX5A	TMEM126A	0.74981			true	true
COX5A	ATP5L	0.745026		KEGG_OXIDATIVE_PHOSPHORYLATION	true	true
COX5A	ORMDL2	0.773942			true	false
COX5A	ATP5B	0.738251		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	RPLP0	0.71634		KEGG_RIBOSOME	true	false
COX5A	RAN	0.709749			true	false
COX5A	POMP	0.7394		KEGG_PROTEASOME	true	false
COX5A	MRPL52	0.708962			true	true
COX5A	PSMB5	0.770184		KEGG_PROTEASOME	true	false
COX5A	SLIRP	0.761198			true	true
COX5A	MRPS11	0.712562			true	true
COX5A	RPS2	0.734865		KEGG_RIBOSOME	true	false
COX5A	NDUFAB1	0.846514		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	TUFM	0.730769			true	true
COX5A	TMEM208	0.750419			true	false
COX5A	KARS	0.711481		KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	true	true
COX5A	APRT	0.760423		KEGG_PURINE_METABOLISM	true	false
COX5A	PSMB6	0.739362		KEGG_PROTEASOME	true	false
COX5A	PFN1	0.756596		KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	true	false
COX5A	C1QBP	0.812617			true	true
COX5A	TXNDC17	0.773905			true	false
COX5A	PSMB3	0.753287		KEGG_PROTEASOME	true	false
COX5A	MIEN1	0.709122			true	false
COX5A	ATP5G1	0.765742		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	SNF8	0.780855		KEGG_ENDOCYTOSIS	true	false
COX5A	PHB	0.757917			true	true
COX5A	ATP5H	0.841573		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	SNRPD1	0.700338		KEGG_SPLICEOSOME,KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	true	false
COX5A	C19orf10	0.710654			true	false
COX5A	CLPP	0.751842			true	true
COX5A	ASNA1	0.724258			true	false
COX5A	COPE	0.755227			true	false
COX5A	TMEM147	0.775569			true	false
COX5A	COX6B1	0.715069		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	PSMD8	0.786659		KEGG_PROTEASOME	true	false
COX5A	MRPS12	0.746436			true	true
COX5A	TIMM50	0.745602			true	true
COX5A	SNRPD2	0.716324		KEGG_SPLICEOSOME	true	false
COX5A	AP2S1	0.792705		KEGG_ENDOCYTOSIS,KEGG_HUNTINGTONS_DISEASE	true	false
COX5A	RUVBL2	0.70463			true	false
COX5A	NAA20	0.702285			true	false
COX5A	ATP5E	0.760267		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	PSMA7	0.801671		KEGG_PROTEASOME	true	false
COX5A	ATP5J	0.7128		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	TOMM22	0.704469			true	true
COX5A	HSD17B10	0.774238		KEGG_ALZHEIMERS_DISEASE,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	true	true
COX5A	COX7B	0.81456		KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
COX5A	SLC25A5	0.730938		KEGG_CALCIUM_SIGNALING_PATHWAY,KEGG_HUNTINGTONS_DISEASE,KEGG_PARKINSONS_DISEASE	true	true
COX5A	BCAP31	0.751698			true	false
COX5A	SSR4	0.731959			true	false
COX5A	NAA10	0.706437			true	false
UQCRFS1	ILF2	0.703109	KEGG_ALZHEIMERS_DISEASE,KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE		true	false
UQCRFS1	TIMM17A	0.705501			true	true
UQCRFS1	MRPL15	0.744886			true	true
UQCRFS1	SLC25A3	0.772823			true	true
UQCRFS1	NAA20	0.701381			true	false
ATP5A1	ATP5F1	0.811402	KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5A1	FH	0.720247		KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_PATHWAYS_IN_CANCER,KEGG_RENAL_CELL_CARCINOMA	true	true
ATP5A1	ATP5C1	0.76814		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
ATP5A1	CDC123	0.716454			true	false
ATP5A1	MTCH2	0.703046			true	true
ATP5A1	ATP5B	0.701635		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHD	SEP15	0.777179	KEGG_ALZHEIMERS_DISEASE,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE		true	false
SDHD	ATP5F1	0.719388		KEGG_ALZHEIMERS_DISEASE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_PARKINSONS_DISEASE	true	true
SDHD	TMCO1	0.705792			true	false
